MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
-1.1497680236777632,2.0,0.9822528577561217,0.8426556308476475,1.0,0.0,1.0,0.0,0.0,21.0,2.0,0.0,0.0,2.0,9,-0.3872985220096746,2005,2006,3.0,0.0,9.0,11.0,3.0,1.182923157209821,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1249,5.0,0,673,1.9312420307036449,0.0,0.0,1.0,3.0,1.8147248200859016,-0.8702944798915482,0,1922,1.1709805054773286,-0.26381256527517716,0.7776183796084637,0,3,1,2.0,8,5.0,0.8088605785811336,1.0,2005.0,0.0,1.7773759099662325,676,4.0,4.0,2.0,178,51,0,0,0,0,0,7,2007,5.0,2.0,372520.34321748064
1.3376659459818783,2.0,0.03579010040173239,-0.7391044422704629,1.0,0.0,3.0,1.0,0.0,21.0,2.0,0.0,4.0,2.0,8,-0.3872985220096746,1984,1984,1.0,0.0,5.0,5.0,2.0,-0.8465341589904867,2.0,3.0,1.0,2.0,2.0,0.0,2.0,1036,5.0,0,184,0.45126764820336507,0.0,2.0,1.0,3.0,0.7267487874738371,-0.8702944798915482,0,1360,1.1709805054773286,-0.26381256527517716,-1.0517842158212705,0,1,1,2.0,4,5.0,0.8088605785811336,1.0,1984.0,1.0,0.3300460285064862,565,4.0,4.0,2.0,63,0,0,0,0,0,0,8,2009,0.0,0.0,213365.42690366504
-1.1497680236777632,2.0,0.03579010040173239,0.5243035738696111,1.0,3.0,3.0,4.0,0.0,4.0,2.0,0.0,0.0,2.0,8,-0.3872985220096746,2001,2001,3.0,0.0,9.0,11.0,2.0,-0.8465341589904867,2.0,3.0,2.0,2.0,2.0,0.0,5.0,0,5.0,0,1753,1.587713647761156,0.0,0.0,1.0,3.0,1.5869004566647276,-0.8702944798915482,0,1788,-0.8463885678248831,-0.26381256527517716,0.7776183796084637,0,3,1,0.0,7,5.0,0.8088605785811336,1.0,2001.0,1.0,0.3300460285064862,522,4.0,4.0,2.0,202,151,0,0,0,0,0,6,2009,5.0,2.0,249318.42326134388
0.7054036894623208,2.0,0.45738888958097684,0.5484843310911658,1.0,3.0,0.0,4.0,0.0,5.0,2.0,0.0,0.0,5.0,7,1.3975199414425932,1941,1950,1.0,0.0,6.0,7.0,2.0,-0.8465341589904867,3.0,3.0,1.0,3.0,2.0,3.0,4.0,275,5.0,0,429,-0.7611162901175962,0.0,0.0,1.0,3.0,-0.705441836472636,1.1372312302320238,0,1564,-0.8463885678248831,-0.26381256527517716,-1.0517842158212705,1,3,1,1.0,7,5.0,0.8088605785811336,1.0,1941.0,2.0,-0.9880149525767392,234,4.0,4.0,2.0,0,0,0,0,0,0,0,7,2009,5.0,2.0,176825.6031012734
0.5073426302265254,2.0,0.9822528577561217,0.8972634924765401,1.0,0.0,3.0,1.0,0.0,20.0,1.0,0.0,0.0,5.0,6,-0.3872985220096746,2007,2007,1.0,0.0,9.0,11.0,3.0,0.9525797785336598,2.0,3.0,2.0,2.0,2.0,2.0,5.0,0,5.0,0,894,-0.2974115305573643,0.0,0.0,1.0,3.0,-0.5846963110484485,1.2111293330048203,0,1933,-0.8463885678248831,-0.26381256527517716,0.7776183796084637,1,4,1,2.0,9,5.0,0.8088605785811336,3.0,2007.0,0.0,1.7773759099662325,668,4.0,4.0,2.0,100,18,0,0,0,0,0,1,2008,5.0,2.0,247620.5825320272
1.7562445261377324,3.0,-2.4934293416366593,-2.686723543441123,1.0,3.0,3.0,4.0,0.0,9.0,2.0,0.0,3.0,6.0,4,0.6242830839773743,1970,1970,1.0,0.0,4.0,4.0,2.0,-0.8465341589904867,3.0,3.0,1.0,2.0,2.0,0.0,1.0,131,2.0,499,0,-0.9489026467166033,0.0,2.0,1.0,3.0,-1.671754464677459,-0.8702944798915482,0,630,1.1709805054773286,-0.26381256527517716,-1.0517842158212705,0,1,1,3.0,3,5.0,-1.023535896427908,1.0,1979.76,2.0,-2.129882530956822,0,4.0,4.0,2.0,0,0,0,0,0,0,0,12,2007,5.0,2.0,95710.3002177587
1.7562445261377324,3.0,-1.639882194284771,-1.5524977002674056,1.0,3.0,3.0,4.0,0.0,6.0,2.0,0.0,4.0,7.0,5,-0.3872985220096746,2005,2005,1.0,0.0,9.0,11.0,1.0,0.9722969624845449,3.0,3.0,2.0,2.0,2.0,1.0,2.0,547,5.0,0,0,-1.1653951341927948,0.0,2.0,1.0,3.0,-0.01821027759151655,-0.8702944798915482,0,1072,1.1709805054773286,-0.26381256527517716,-1.0517842158212705,0,2,1,3.0,5,5.0,-1.023535896427908,2.0,2005.0,0.0,0.3300460285064862,525,4.0,4.0,2.0,0,28,0,0,0,0,0,5,2006,5.0,2.0,138162.22558884346
-1.1497680236777632,2.0,1.943325592976694,0.8088917837976811,1.0,3.0,3.0,4.0,0.0,15.0,2.0,0.0,0.0,2.0,8,-0.3872985220096746,2007,2008,3.0,0.0,9.0,11.0,3.0,1.3341079002381626,2.0,3.0,2.0,0.0,2.0,1.0,2.0,1400,5.0,0,310,1.4991700225122035,0.0,0.0,1.0,3.0,1.446419132307627,-0.8702944798915482,0,1710,1.1709805054773286,-0.26381256527517716,0.7776183796084637,0,2,1,2.0,6,5.0,0.8088605785811336,1.0,2007.0,1.0,1.7773759099662325,866,4.0,4.0,2.0,0,102,0,0,0,0,0,1,2008,4.0,3.0,356050.3428050653
0.870603026589569,2.0,0.03579010040173239,0.6633168881186695,1.0,3.0,2.0,4.0,1.0,19.0,2.0,0.0,0.0,7.0,7,-0.3872985220096746,1989,1989,1.0,0.0,10.0,12.0,1.0,1.113293999518006,2.0,3.0,2.0,2.0,2.0,1.0,2.0,1518,5.0,0,0,1.0976211897839767,0.0,2.0,1.0,3.0,1.3225352720477668,-0.8702944798915482,0,1644,1.1709805054773286,3.7905700168485983,0.7776183796084637,0,2,1,2.0,5,5.0,0.8088605785811336,1.0,1989.0,0.0,0.3300460285064862,569,4.0,4.0,2.0,80,0,0,0,396,0,0,8,2009,5.0,2.0,246610.71844943328
1.3376659459818783,3.0,-1.8149948496921484,-1.1935458524164735,1.0,3.0,3.0,2.0,0.0,10.0,2.0,0.0,4.0,2.0,6,-0.3872985220096746,1998,1998,3.0,0.0,9.0,11.0,1.0,1.2769385542187754,3.0,3.0,2.0,0.0,2.0,3.0,2.0,866,5.0,0,338,0.4156449385221882,0.0,0.0,1.0,3.0,0.3449656227494648,-0.8702944798915482,0,1204,1.1709805054773286,-0.26381256527517716,0.7776183796084637,0,2,1,3.0,5,5.0,-1.023535896427908,1.0,1998.0,0.0,0.3300460285064862,412,4.0,4.0,2.0,0,247,0,0,0,0,0,6,2009,5.0,2.0,167106.22426806626
